confidence,confluence,p_success,atr,atr_pct,approx_stop_pct,minutes_since_midnight,minutes_to_eod_flatten,belief_posterior,qty,risk_rupees,is_futures,y_binary,honest_pnl,y_R,hold_sec,symbol,signal_id,buy_time,sell_time,buy_price,sell_price,fees,atr_source,is_short_hold,gross_pnl,signal_market,signal_to_buy_sec,reentry_sec,same_symbol_seq,is_clean
0.642034875511702,73.6,0.6764270463849127,32.387014872374046,0.023813981523804446,0.03572097228570667,705,0.0,0.4174757281553398,4.0,194.3220892342443,0,0,-5.77,-0.029692970175122967,3289.546698,HCLTECH,188,2026-08-14 11:45:53.421979,2026-08-14 12:40:42.968677,1360.0,1360.0,5.77,price_bars,0,0.0,equity_cash,0.931224,,1,1
0.642034875511702,73.6,0.6764270463849127,44.805134845573264,0.02230998045920368,0.033464970688805516,705,0.0,0.4174757281553398,1.0,67.2077022683599,0,0,-2.13,-0.031692796035414576,3289.540588,BAJAJFINSV,202,2026-08-14 11:45:53.431347,2026-08-14 12:40:42.971935,2008.300048828125,2008.300048828125,2.13,price_bars,0,0.0,equity_cash,0.940592,,1,1
0.642034875511702,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,705,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.082304,NIFTY.F,282,2026-08-14 11:45:53.447898,2026-08-14 11:46:53.530202,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,0.957143,0.960956,5,0
0.642034875511702,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,705,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,60.081658,INFY.F,287,2026-08-14 11:45:53.457884,2026-08-14 11:46:53.539542,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,1,0.0,india_futures,0.967129,,1,0
0.6632113460999374,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,706,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.074944,NIFTY.F,630,2026-08-14 11:46:54.517115,2026-08-14 11:47:54.592059,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,0.964661,0.986913,6,0
0.6632113460999374,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,706,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,60.076575,INFY.F,635,2026-08-14 11:46:54.524033,2026-08-14 11:47:54.600608,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,1,0.0,india_futures,0.971579,0.984491,2,0
0.6799296123538072,73.6,0.6764270463849127,24.91493578515483,0.01718271433458954,0.02577407150188431,707,0.0,0.4174757281553398,1.0,37.37240367773225,0,0,-1.54,-0.04120687588841347,3167.380387,CIPLA,670,2026-08-14 11:47:55.595402,2026-08-14 12:40:42.975789,1450.0,1450.0,1.54,price_bars,0,0.0,equity_cash,0.988913,,1,1
0.6799296123538072,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,707,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.073687,NIFTY.F,746,2026-08-14 11:47:55.604838,2026-08-14 11:48:55.678525,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,0.998349,1.012779,7,0
0.6799296123538072,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,707,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,60.075916,INFY.F,751,2026-08-14 11:47:55.610777,2026-08-14 11:48:55.686693,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,1,0.0,india_futures,1.004288,1.010169,3,0
0.6934634469402734,73.6,0.6764270463849127,25.08294476282473,0.024364200838100758,0.036546301257151144,708,0.0,0.4174757281553398,1.0,37.6244171442371,0,0,-1.09,-0.02897054845584377,3106.326215,HINDALCO,793,2026-08-14 11:48:56.652918,2026-08-14 12:40:42.979133,1029.5,1029.5,1.09,price_bars,0,0.0,equity_cash,0.962101,,1,1
0.6934634469402734,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,708,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,60.117316,INFY.F,867,2026-08-14 11:48:56.662099,2026-08-14 11:49:56.779415,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,1,0.0,india_futures,0.971282,0.975406,4,0
0.6993076027844293,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,709,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,155.370329,NIFTY.F,978,2026-08-14 11:49:57.756579,2026-08-14 11:52:33.126908,24366.0,24366.0,51.33,price_bars,0,0.0,india_futures,0.972841,62.078054,8,0
0.6993076027844293,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,709,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,155.371724,INFY.F,983,2026-08-14 11:49:57.763565,2026-08-14 11:52:33.135289,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,0,0.0,india_futures,0.979827,0.98415,5,0
0.709534875511702,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,712,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.110742,NIFTY.F,1094,2026-08-14 11:52:34.474312,2026-08-14 11:53:34.585054,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,1.328905,1.347404,9,0
0.709534875511702,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,712,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,60.103983,INFY.F,1099,2026-08-14 11:52:34.488147,2026-08-14 11:53:34.592130,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,1,0.0,india_futures,1.34274,1.352858,6,0
0.7181887216655483,73.6,0.6764270463849127,29.14875459897598,0.025979282173775382,0.03896892326066308,713,0.0,0.4174757281553398,1.0,43.72313189846397,0,0,-1.19,-0.02721671454742714,2827.372761,SHRIRAMFIN,1147,2026-08-14 11:53:35.609759,2026-08-14 12:40:42.982520,1122.0,1122.0,1.19,price_bars,0,0.0,equity_cash,1.010886,,1,1
0.7181887216655483,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,713,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.096953,NIFTY.F,1210,2026-08-14 11:53:35.621828,2026-08-14 11:54:35.718781,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,1.022955,1.036774,10,0
0.7181887216655483,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,713,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,60.094574,INFY.F,1215,2026-08-14 11:53:35.631441,2026-08-14 11:54:35.726015,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,1,0.0,india_futures,1.032568,1.039311,7,0
0.7256063040831306,73.6,0.6764270463849127,41.7498018392868,0.03356363133681342,0.050345447005220124,714,0.0,0.4174757281553398,1.0,62.624702758930205,0,0,-1.32,-0.021077944354981705,2766.29569,LODHA,1279,2026-08-14 11:54:36.690027,2026-08-14 12:40:42.985717,1243.9000244140625,1243.9000244140625,1.32,price_bars,0,0.0,equity_cash,0.958157,,1,1
0.7256063040831306,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,714,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.108163,NIFTY.F,1326,2026-08-14 11:54:36.702475,2026-08-14 11:55:36.810638,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,0.970605,0.983694,11,0
0.7256063040831306,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,714,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,60.103629,INFY.F,1331,2026-08-14 11:54:36.714850,2026-08-14 11:55:36.818479,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,1,0.0,india_futures,0.98298,0.988835,8,0
0.7320348755117021,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,715,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.107129,NIFTY.F,1442,2026-08-14 11:55:38.154744,2026-08-14 11:56:38.261873,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,1.330638,1.344106,12,0
0.7320348755117021,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,715,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,60.105402,INFY.F,1447,2026-08-14 11:55:38.166724,2026-08-14 11:56:38.272126,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,1,0.0,india_futures,1.342618,1.348245,9,0
0.7376598755117021,73.6,0.6764270463849127,24.253747417870073,0.022220565659981744,0.033330848489972614,716,0.0,0.4174757281553398,1.0,36.38062112680511,0,0,-1.16,-0.031885107072713394,2643.651719,JINDALSTEL,1519,2026-08-14 11:56:39.336773,2026-08-14 12:40:42.988492,1091.5,1091.5,1.16,price_bars,0,0.0,equity_cash,1.058062,,1,1
0.7376598755117021,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,716,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,130.14447,NIFTY.F,1558,2026-08-14 11:56:39.342709,2026-08-14 11:58:49.487179,24366.0,24366.0,51.33,price_bars,0,0.0,india_futures,1.063998,1.080836,13,0
0.7376598755117021,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,716,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,130.143589,INFY.F,1563,2026-08-14 11:56:39.351211,2026-08-14 11:58:49.494800,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,0,0.0,india_futures,1.0725,1.079085,10,0
0.7426231108058197,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,718,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.153029,NIFTY.F,1674,2026-08-14 11:58:50.415663,2026-08-14 11:59:50.568692,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,0.914612,0.928484,14,0
0.7426231108058197,73.6,0.6764270463849127,610.7416271000153,0.010623237518523853,0.01593485627778578,718,0.0,0.4174757281553398,0.05,45.805622032501155,1,0,-89.02,-1.9434295627911415,60.154605,BANKNIFTY.F,1675,2026-08-14 11:58:50.422490,2026-08-14 11:59:50.577095,57491.1015625,57491.1015625,89.02,price_bars,1,0.0,india_futures,0.921439,,1,0
0.7426231108058197,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,718,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,60.155063,INFY.F,1679,2026-08-14 11:58:50.429913,2026-08-14 11:59:50.584976,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,1,0.0,india_futures,0.928862,0.935113,11,0
0.7490619025387291,73.6,0.6764270463849127,34.221850415254856,0.02282826427362119,0.03424239641043178,719,0.0,0.4174757281553398,2.0,102.66555124576456,0,0,-3.1799999999999997,-0.03097436249465606,2451.472493,NESTLEIND,1725,2026-08-14 11:59:51.518790,2026-08-14 12:40:42.991283,1499.0999755859375,1499.0999755859375,3.1799999999999997,price_bars,0,0.0,equity_cash,0.928287,,1,1
0.7490619025387291,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,719,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.115352,NIFTY.F,1790,2026-08-14 11:59:51.527517,2026-08-14 12:00:51.642869,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,0.937014,0.958825,15,0
0.7490619025387291,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,719,0.0,0.4174757281553398,0.1,4.409697165085817,1,0,-5.35,-1.2132352403605209,60.117302,INFY.F,1795,2026-08-14 11:59:51.535083,2026-08-14 12:00:51.652385,1169.199951171875,1169.199951171875,5.35,price_bars,1,0.0,india_futures,0.94458,0.950107,12,0
0.7528041062809327,73.6,0.6764270463849127,39.193098317960334,0.02400361167681834,0.036005417515227504,720,0.0,0.4174757281553398,1.0,58.7896474769405,0,0,-1.74,-0.029597047689093443,2390.432558,TECHM,1845,2026-08-14 12:00:52.561586,2026-08-14 12:40:42.994144,1632.800048828125,1632.800048828125,1.74,price_bars,0,0.0,equity_cash,0.902897,,1,1
0.7528041062809327,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,720,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.124844,NIFTY.F,1906,2026-08-14 12:00:52.568025,2026-08-14 12:01:52.692869,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,0.909336,0.925156,16,0
0.7528041062809327,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,720,0.0,0.4174757281553398,0.05,2.2048485825429087,1,0,-2.6799999999999997,-1.2155029697817556,60.125378,INFY.F,1911,2026-08-14 12:00:52.575560,2026-08-14 12:01:52.700938,1169.199951171875,1169.199951171875,2.6799999999999997,price_bars,1,0.0,india_futures,0.916871,0.923175,13,0
0.7561812169751166,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,721,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.122313,NIFTY.F,2022,2026-08-14 12:01:53.652513,2026-08-14 12:02:53.774826,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,0.945331,0.959644,17,0
0.7561812169751166,73.6,0.6764270463849127,29.397981100572114,0.025143672877429454,0.03771550931614418,721,0.0,0.4174757281553398,0.1,4.409697165085817,1,0,-5.35,-1.2132352403605209,60.122317,INFY.F,2027,2026-08-14 12:01:53.660256,2026-08-14 12:02:53.782573,1169.199951171875,1169.199951171875,5.35,price_bars,1,0.0,india_futures,0.953074,0.959318,14,0
0.7592441778372834,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,722,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,126.481282,NIFTY.F,2138,2026-08-14 12:02:54.716634,2026-08-14 12:05:01.197916,24366.0,24366.0,51.33,price_bars,0,0.0,india_futures,0.930283,0.941808,18,0
0.7592441778372834,73.6,0.6764270463849127,610.7416271000153,0.010623237518523853,0.01593485627778578,722,0.0,0.4174757281553398,0.05,45.805622032501155,1,0,-89.02,-1.9434295627911415,126.483202,BANKNIFTY.F,2139,2026-08-14 12:02:54.723379,2026-08-14 12:05:01.206581,57491.1015625,57491.1015625,89.02,price_bars,0,0.0,india_futures,0.937028,184.146284,2,0
0.762034875511702,73.6,0.6764270463849127,83.24220575484344,0.025623236065496355,0.038434854098244535,725,0.0,0.4174757281553398,1.0,124.86330863226516,0,0,-3.45,-0.02763021449448046,2140.865465,GRASIM,2182,2026-08-14 12:05:02.131593,2026-08-14 12:40:42.997058,3248.699951171875,3248.699951171875,3.45,price_bars,0,0.0,equity_cash,0.916727,,1,1
0.762034875511702,73.6,0.6764270463849127,198.57956409647295,0.008149863091868709,0.012224794637803063,725,0.0,0.4174757281553398,0.05,14.893467307235472,1,0,-51.33,-3.446477501922142,60.123809,NIFTY.F,2254,2026-08-14 12:05:02.139310,2026-08-14 12:06:02.263119,24366.0,24366.0,51.33,price_bars,1,0.0,india_futures,0.924444,0.941394,19,0
0.7633392233377889,73.6,0.6764270463849127,32.71829969991076,0.01932563479026034,0.028988452185390513,726,0.0,0.4174757281553398,1.0,49.07744954986614,0,0,-1.79,-0.03647296296807833,2079.699484,PIDILITIND,2314,2026-08-14 12:06:03.300690,2026-08-14 12:40:43.000174,1693.0,1693.0,1.79,price_bars,0,0.0,equity_cash,1.030631,,1,1
0.672034875511702,73.6,0.6764270463849127,2034.0864853559046,0.03137352337320153,0.047060285059802295,763,0.0,0.4174757281553398,0.13,396.6468646444014,0,0,-3.2800000000009457,-0.008269320376303756,84.584748,WHEAT.X,6098,2026-08-14 12:43:14.453009,2026-08-14 12:44:39.037757,64834.49312210084,64834.49312210083,3.28,price_bars,1,-9.458744898438454e-13,global_commodities,0.515225,,1,1
0.672034875511702,73.6,0.6764270463849127,974.5476873236164,0.02139011209445479,0.032085168141682184,763,0.0,0.4174757281553398,0.18,263.1278755773764,0,0,-3.19,-0.012123382948310758,84.581182,CORN.X,6099,2026-08-14 12:43:14.461900,2026-08-14 12:44:39.043082,45560.66293716431,45560.66293716431,3.19,price_bars,1,0.0,global_commodities,0.524116,,1,1
0.6595254859939494,70.4,0.6536827018071808,7128.478514561517,0.01684674185538376,0.025270112783075636,763,0.0,0.4174757281553398,0.02,213.8543554368455,0,1,6.813617382198573,0.031861017599011394,84.5811,GOLD.X,6092,2026-08-14 12:43:14.465220,2026-08-14 12:44:39.046320,423136.9231958315,423642.6040649414,3.3,price_bars,1,10.113617382198573,global_commodities,0.527436,,1,1
