confidence,confluence,p_success,atr,atr_pct,approx_stop_pct,minutes_since_midnight,minutes_to_eod_flatten,belief_posterior,qty,risk_rupees,is_futures,y_binary,honest_pnl,y_R,hold_sec,symbol,signal_id,buy_time,sell_time,buy_price,sell_price,fees,atr_source,is_short_hold,direction,gross_pnl,signal_market,signal_to_buy_sec,reentry_sec,same_symbol_seq,is_clean
0.597034875511702,73.6,0.6764270463849127,22.14394751582518,0.01696334234846107,0.025445013522691604,445,134.55340661666668,0.29464285714285715,1.0,33.21592127373777,0,1,1.9099267578124999,0.05750033973384285,8014.611162,RELIANCE,147,2026-08-14 07:25:26.795603,2026-08-14 09:39:01.406765,1305.4000244140625,1309.699951171875,2.39,price_bars,0,long,4.2999267578125,equity_cash,0.022794,,1,1
0.5845254859939495,70.4,0.6536827018071808,29.397981100572114,0.025128626794666424,0.03769294019199964,445,134.55308318333334,0.29464285714285715,1.0,44.09697165085817,0,0,-2.238904157366071,-0.050772288289835425,8014.59993,INFY,149,2026-08-14 07:25:26.815009,2026-08-14 09:39:01.414939,1169.9000244140625,1169.800048828125,2.138928571428571,price_bars,0,long,-0.0999755859375,equity_cash,0.0422,,1,1
0.597034875511702,73.6,0.6764270463849127,6.816697931492427,0.02139243076121595,0.03208864614182392,469,110.12204475,0.29464285714285715,2.0,20.45009379447728,0,0,-2.37001220703125,-0.11589248591472436,6548.740686,BPCL,571,2026-08-14 07:49:52.677315,2026-08-14 09:39:01.418001,318.6499938964844,318.04998779296875,1.17,price_bars,0,long,-1.20001220703125,equity_cash,0.400114,,1,1
0.597034875511702,73.6,0.6764270463849127,6.291011699453515,0.025093784507513633,0.037640676761270454,469,110.1219125,0.29464285714285715,3.0,28.30955264754082,0,0,-3.4699908447265626,-0.12257314299270611,6548.736512,JIOFIN,583,2026-08-14 07:49:52.685250,2026-08-14 09:39:01.421762,250.6999969482422,250.0,1.37,price_bars,0,long,-2.0999908447265625,equity_cash,0.408049,,1,1
0.597034875511702,73.6,0.6764270463849127,3.6429359732840045,0.01974598007922433,0.029618970118836494,469,110.12184618333335,0.29464285714285715,3.0,16.393211879778022,0,0,-2.1200311279296873,-0.12932371907819168,6548.735414,WIPRO,590,2026-08-14 07:49:52.689229,2026-08-14 09:39:01.424643,184.49000549316406,184.1199951171875,1.01,price_bars,0,long,-1.1100311279296875,equity_cash,0.412028,,1,1
0.5845254859939495,70.4,0.6536827018071808,1.8700729521983155,0.05046068221535656,0.07569102332303483,469,110.12178411666667,0.29464285714285715,2.0,5.610218856594947,0,0,-0.5200048828125,-0.09268887651347538,6548.734422,VISL,540,2026-08-14 07:49:52.692953,2026-08-14 09:39:01.427375,37.060001373291016,36.869998931884766,0.14,price_bars,0,long,-0.3800048828125,equity_cash,0.415752,,1,1
0.597034875511702,73.6,0.6764270463849127,29.397981100572114,0.025201869781887796,0.037802804672831695,477,102.54500370000001,0.29464285714285715,7.0,308.6788015560072,0,1,8.167841796875,0.026460650215376108,6094.115161,INFY,1555,2026-08-14 07:57:27.299778,2026-08-14 09:39:01.414939,1166.5,1169.800048828125,14.9325,price_bars,0,long,23.100341796875,equity_cash,0.355445,-6094.115161,2,1
0.597034875511702,73.6,0.6764270463849127,35.47427332112869,0.017760224735921426,0.02664033710388214,477,102.54488958333333,0.29464285714285715,4.0,212.84563992677215,0,0,-43.7801953125,-0.2056898855318917,6094.123507,BHARTIARTL,1575,2026-08-14 07:57:27.306625,2026-08-14 09:39:01.430132,1997.4000244140625,1990.0999755859375,14.58,price_bars,0,long,-29.2001953125,equity_cash,0.362292,,1,1
0.597034875511702,73.6,0.6764270463849127,29.397981100572114,0.025201869781887796,0.037802804672831695,477,102.50855245,0.29464285714285715,7.0,308.6788015560072,0,1,8.167841796875,0.026460650215376108,6091.928086,INFY,1658,2026-08-14 07:57:29.486853,2026-08-14 09:39:01.414939,1166.5,1169.800048828125,14.9325,price_bars,0,long,23.100341796875,equity_cash,0.350785,-6091.928086,3,1
0.597034875511702,73.6,0.6764270463849127,29.397981100572114,0.025201869781887796,0.037802804672831695,477,102.45699551666667,0.29464285714285715,7.0,308.6788015560072,0,1,8.167841796875,0.026460650215376108,6088.83467,INFY,1761,2026-08-14 07:57:32.580269,2026-08-14 09:39:01.414939,1166.5,1169.800048828125,14.9325,price_bars,0,long,23.100341796875,equity_cash,0.315063,-6088.83467,4,1
0.597034875511702,73.6,0.6764270463849127,29.397981100572114,0.025201869781887796,0.037802804672831695,478,101.45065951666668,0.29464285714285715,6.0,264.58182990514905,0,1,7.006721540178571,0.02648224763843548,6028.45451,INFY,1864,2026-08-14 07:58:32.960429,2026-08-14 09:39:01.414939,1166.5,1169.800048828125,12.793571428571429,price_bars,0,long,19.80029296875,equity_cash,0.358463,-6028.45451,5,1
0.597034875511702,73.6,0.6764270463849127,27.986503063534276,0.025708711823615997,0.03856306773542399,520,59.9964428,0.29464285714285715,3.0,125.93926378590425,0,0,-8.6600732421875,-0.0687638865104814,3541.219491,BAJFINANCE,7308,2026-08-14 08:40:00.213432,2026-08-14 09:39:01.432923,1088.5999755859375,1087.699951171875,5.96,price_bars,0,long,-2.7000732421875,equity_cash,1.089791,,1,1
0.597034875511702,73.6,0.6764270463849127,32.387014872374046,0.023735445124495453,0.03560316768674318,520,59.99610621666667,0.29464285714285715,1.0,48.58052230856107,0,0,-5.689951171875,-0.1171241250914318,3541.202032,HCLTECH,7311,2026-08-14 08:40:00.233627,2026-08-14 09:39:01.435659,1364.5,1361.300048828125,2.49,price_bars,0,long,-3.199951171875,equity_cash,1.109986,,1,1
0.597034875511702,73.6,0.6764270463849127,1257.0859357090626,0.021678154090866326,0.03251723113629949,520,59.99586035,0.29464285714285715,0.015600000000000001,29.415810895592067,0,0,-19.533586116821304,-0.6640505742355175,3541.190237,BNBUSDT,7388,2026-08-14 08:40:00.248379,2026-08-14 09:39:01.438616,57988.6059689331,58033.24788452148,20.229999999999997,price_bars,0,long,0.6964138831786928,crypto_spot,1.124738,,1,1
0.597034875511702,73.6,0.6764270463849127,28.34591669057096,0.03390705624940289,0.050860584374104345,520,59.99574251666666,0.29464285714285715,0.3791,16.118905526093176,0,0,-6.088198910473592,-0.37770547762179363,3541.186307,LINKUSDT,7393,2026-08-14 08:40:00.255449,2026-08-14 09:39:01.441756,835.9887240600585,838.6313014526368,7.09,price_bars,0,long,1.0018010895264078,crypto_spot,1.131808,,1,1
0.597034875511702,73.6,0.6764270463849127,29.397981100572114,0.07735191087294717,0.11602786630942076,520,59.99564023333333,0.29464285714285715,0.05,2.2048485825429087,1,1,39.42725082397461,17.882067338384818,0.158618,INFY.F,7403,2026-08-14 08:40:00.261586,2026-08-14 08:40:00.420204,380.0550079345703,1169.4000244140625,0.04,price_bars,1,long,39.46725082397461,india_futures,1.137945,,1,0
0.622034875511702,73.6,0.6764270463849127,29.397981100572114,0.07735191087294717,0.11602786630942076,520,59.97425088333333,0.29464285714285715,0.05,2.2048485825429087,1,1,39.42725082397461,17.882067338384818,60.115372,INFY.F,7527,2026-08-14 08:40:01.544947,2026-08-14 08:41:01.660319,380.0550079345703,1169.4000244140625,0.04,price_bars,1,long,39.46725082397461,india_futures,1.114532,1.124743,2,0
0.642034875511702,73.6,0.6764270463849127,29.397981100572114,0.07735191087294717,0.11602786630942076,521,58.95572791666667,0.29464285714285715,0.05,2.2048485825429087,1,1,39.42725082397461,17.882067338384818,60.091958,INFY.F,7651,2026-08-14 08:41:02.656325,2026-08-14 08:42:02.748283,380.0550079345703,1169.4000244140625,0.04,price_bars,1,long,39.46725082397461,india_futures,0.991416,0.996006,3,0
0.6583985118753384,73.6,0.6764270463849127,29.397981100572114,0.07735191087294717,0.11602786630942076,522,57.93769745,0.29464285714285715,0.05,2.2048485825429087,1,1,39.31724716186524,17.832175630183023,115.001892,INFY.F,7899,2026-08-14 08:42:03.738153,2026-08-14 08:43:58.740045,380.0550079345703,1167.199951171875,0.04,price_bars,1,long,39.35724716186524,india_futures,0.98559,0.98987,4,0
0.672034875511702,73.6,0.6764270463849127,29.397981100572114,0.07749771268622926,0.11624656902934391,523,56.004339933333334,0.29464285714285715,0.05,2.2048485825429087,1,1,39.35299835205078,17.848390435348605,60.140243,INFY.F,8150,2026-08-14 08:43:59.739604,2026-08-14 08:44:59.879847,379.3399841308594,1167.199951171875,0.04,price_bars,1,long,39.39299835205078,india_futures,0.994717,0.999559,5,0
0.6835733370501635,73.6,0.6764270463849127,29.397981100572114,0.07749771268622926,0.11624656902934391,525,54.984829350000005,0.29464285714285715,0.05,2.2048485825429087,1,1,39.35299835205078,17.848390435348605,60.090165,INFY.F,8278,2026-08-14 08:45:00.910239,2026-08-14 08:46:01.000404,379.3399841308594,1167.199951171875,0.04,price_bars,1,long,39.39299835205078,india_futures,1.026167,1.030392,6,0
0.6934634469402734,73.6,0.6764270463849127,29.397981100572114,0.07749771268622926,0.11624656902934391,526,53.966440416666664,0.29464285714285715,0.05,2.2048485825429087,1,1,39.35299835205078,17.848390435348605,60.126003,INFY.F,8406,2026-08-14 08:46:02.013575,2026-08-14 08:47:02.139578,379.3399841308594,1167.199951171875,0.04,price_bars,1,long,39.39299835205078,india_futures,1.009162,1.013171,7,0
0.702034875511702,73.6,0.6764270463849127,29.397981100572114,0.07749771268622926,0.11624656902934391,527,52.94654585,0.29464285714285715,0.05,2.2048485825429087,1,1,39.35299835205078,17.848390435348605,60.065769,INFY.F,8662,2026-08-14 08:47:03.207249,2026-08-14 08:48:03.273018,379.3399841308594,1167.199951171875,0.04,price_bars,1,long,39.39299835205078,india_futures,1.059169,1.067671,8,0
0.709534875511702,73.6,0.6764270463849127,29.397981100572114,0.07749771268622926,0.11624656902934391,528,51.927668616666665,0.29464285714285715,0.05,2.2048485825429087,1,1,39.372999572753905,17.85746190667842,102.766945,INFY.F,8790,2026-08-14 08:48:04.339883,2026-08-14 08:49:47.106828,379.3399841308594,1167.5999755859375,0.04,price_bars,1,long,39.412999572753904,india_futures,1.062166,1.066865,9,0
0.7161525225705255,73.6,0.6764270463849127,29.397981100572114,0.07747116166040133,0.11620674249060199,529,50.19798956666667,0.29464285714285715,0.05,2.2048485825429087,1,1,39.36649917602539,17.854513678496232,60.130762,INFY.F,8918,2026-08-14 08:49:48.120626,2026-08-14 08:50:48.251388,379.4699920654297,1167.5999755859375,0.04,price_bars,1,long,39.40649917602539,india_futures,1.009261,1.013798,10,0
0.7220348755117021,73.6,0.6764270463849127,29.397981100572114,0.07747116166040133,0.11620674249060199,530,49.17913848333333,0.29464285714285715,0.05,2.2048485825429087,1,1,39.36649917602539,17.854513678496232,60.084481,INFY.F,9046,2026-08-14 08:50:49.251691,2026-08-14 08:51:49.336172,379.4699920654297,1167.5999755859375,0.04,price_bars,1,long,39.40649917602539,india_futures,0.994942,1.000303,11,0
0.7272980334064388,73.6,0.6764270463849127,29.397981100572114,0.07747116166040133,0.11620674249060199,531,48.15879908333333,0.29464285714285715,0.05,2.2048485825429087,1,1,39.36649917602539,17.854513678496232,60.089661,INFY.F,9174,2026-08-14 08:51:50.472055,2026-08-14 08:52:50.561716,379.4699920654297,1167.5999755859375,0.04,price_bars,1,long,39.40649917602539,india_futures,1.131836,1.135883,12,0
0.7320348755117021,73.6,0.6764270463849127,198.57956409647295,0.025060355223473565,0.03759053283521035,532,47.14005575,0.29464285714285715,0.05,14.893467307235472,1,1,822.0223486328125,55.19348393999976,60.105407,NIFTY.F,9297,2026-08-14 08:52:51.596655,2026-08-14 08:53:51.702062,7924.05224609375,24381.69921875,0.86,price_bars,1,long,822.8823486328125,india_futures,1.030389,,1,0
0.7320348755117021,73.6,0.6764270463849127,29.397981100572114,0.07747116166040133,0.11620674249060199,532,47.13993851666667,0.29464285714285715,0.05,2.2048485825429087,1,1,39.36649917602539,17.854513678496232,60.104017,INFY.F,9302,2026-08-14 08:52:51.603689,2026-08-14 08:53:51.707706,379.4699920654297,1167.5999755859375,0.04,price_bars,1,long,39.40649917602539,india_futures,1.037423,1.041973,13,0
0.7402166936935202,73.6,0.6764270463849127,198.57956409647295,0.025060355223473565,0.03759053283521035,533,46.12064938333333,0.29464285714285715,0.05,14.893467307235472,1,1,821.7774267578126,55.17703902022739,91.482891,NIFTY.F,9425,2026-08-14 08:53:52.761037,2026-08-14 08:55:24.243928,7924.05224609375,24376.80078125,0.86,price_bars,1,long,822.6374267578126,india_futures,1.049774,1.058975,2,0
0.7402166936935202,73.6,0.6764270463849127,29.397981100572114,0.07747116166040133,0.11620674249060199,533,46.12054251666667,0.29464285714285715,0.05,2.2048485825429087,1,1,39.24149917602539,17.797820442965367,91.48151,INFY.F,9430,2026-08-14 08:53:52.767449,2026-08-14 08:55:24.248959,379.4699920654297,1165.0999755859375,0.04,price_bars,1,long,39.28149917602539,india_futures,1.056186,1.059743,14,0
0.747034875511702,73.6,0.6764270463849127,25.08294476282473,0.024230048247616456,0.03634507237142469,535,44.57831613333334,0.29464285714285715,1.0,37.6244171442371,0,0,-2.089951171875,-0.0555477355001396,2616.143464,HINDALCO,9615,2026-08-14 08:55:25.301032,2026-08-14 09:39:01.444496,1035.199951171875,1035.0,1.8900000000000001,price_bars,0,long,-0.199951171875,equity_cash,1.046813,,1,1
0.747034875511702,73.6,0.6764270463849127,198.57956409647295,0.02506539101897813,0.037598086528467196,535,44.578194716666665,0.29464285714285715,0.05,14.893467307235472,1,1,821.8570263671875,55.182383619153406,60.166165,NIFTY.F,9681,2026-08-14 08:55:25.308317,2026-08-14 08:56:25.474482,7922.460253906252,24376.80078125,0.86,price_bars,1,long,822.7170263671875,india_futures,1.054098,1.064389,3,0
